observation_time,place_id,confirmed_count,recovered_count,death_count
2020-01-22 00:00:00 +0000 UTC,1,444,28,17
2020-01-22 00:00:00 +0000 UTC,2,26,0,0
2020-01-22 00:00:00 +0000 UTC,3,5,0,0
2020-01-22 00:00:00 +0000 UTC,4,4,0,0
2020-01-22 00:00:00 +0000 UTC,5,2,0,0
2020-01-22 00:00:00 +0000 UTC,6,1,0,0
2020-01-22 00:00:00 +0000 UTC,7,6,0,0
2020-01-22 00:00:00 +0000 UTC,8,1,0,0
2020-01-22 00:00:00 +0000 UTC,9,2,0,0
2020-01-22 00:00:00 +0000 UTC,10,5,0,0
2020-01-22 00:00:00 +0000 UTC,11,14,0,0
2020-01-22 00:00:00 +0000 UTC,12,9,0,0
2020-01-22 00:00:00 +0000 UTC,13,1,0,0
2020-01-22 00:00:00 +0000 UTC,14,0,0,0
2020-01-22 00:00:00 +0000 UTC,15,0,0,0
2020-01-22 00:00:00 +0000 UTC,16,2,0,0
2020-01-22 00:00:00 +0000 UTC,17,1,0,0
2020-01-22 00:00:00 +0000 UTC,18,1,0,0
2020-01-22 00:00:00 +0000 UTC,19,4,0,0
2020-01-22 00:00:00 +0000 UTC,20,2,0,0
2020-01-22 00:00:00 +0000 UTC,21,1,0,0
2020-01-22 00:00:00 +0000 UTC,22,4,0,0
2020-01-22 00:00:00 +0000 UTC,23,1,0,0
2020-01-22 00:00:00 +0000 UTC,24,0,0,0
2020-01-22 00:00:00 +0000 UTC,25,0,0,0
2020-01-22 00:00:00 +0000 UTC,26,0,0,0
2020-01-22 00:00:00 +0000 UTC,27,1,0,0
2020-01-22 00:00:00 +0000 UTC,28,0,0,0
2020-01-22 00:00:00 +0000 UTC,29,0,0,0
2020-01-22 00:00:00 +0000 UTC,30,2,0,0
2020-01-22 00:00:00 +0000 UTC,31,2,0,0
2020-01-22 00:00:00 +0000 UTC,32,0,0,0
2020-01-22 00:00:00 +0000 UTC,33,1,0,0
2020-01-22 00:00:00 +0000 UTC,34,0,0,0
2020-01-22 00:00:00 +0000 UTC,35,0,0,0
2020-01-22 00:00:00 +0000 UTC,36,0,0,0
2020-01-22 00:00:00 +0000 UTC,37,1,0,0
2020-01-22 00:00:00 +0000 UTC,38,1,0,0
2020-01-22 00:00:00 +0000 UTC,39,0,0,0
2020-01-22 00:00:00 +0000 UTC,40,0,0,0
2020-01-22 00:00:00 +0000 UTC,41,0,0,0
2020-01-22 00:00:00 +0000 UTC,42,0,0,0
2020-01-22 00:00:00 +0000 UTC,43,0,0,0
2020-01-22 00:00:00 +0000 UTC,44,0,0,0
2020-01-22 00:00:00 +0000 UTC,45,0,0,0
2020-01-22 00:00:00 +0000 UTC,46,0,,0
2020-01-22 00:00:00 +0000 UTC,47,0,0,0
2020-01-22 00:00:00 +0000 UTC,48,0,0,0
2020-01-22 00:00:00 +0000 UTC,49,0,0,0
2020-01-22 00:00:00 +0000 UTC,50,0,0,0
2020-01-22 00:00:00 +0000 UTC,54,0,0,0
2020-01-22 00:00:00 +0000 UTC,55,0,0,0
2020-01-22 00:00:00 +0000 UTC,56,0,,0
2020-01-22 00:00:00 +0000 UTC,58,0,0,0
2020-01-22 00:00:00 +0000 UTC,59,0,0,0
2020-01-22 00:00:00 +0000 UTC,60,0,0,0
2020-01-22 00:00:00 +0000 UTC,61,0,0,0
2020-01-22 00:00:00 +0000 UTC,62,0,0,0
2020-01-22 00:00:00 +0000 UTC,64,0,0,0
2020-01-22 00:00:00 +0000 UTC,68,10,0,0
2020-01-22 00:00:00 +0000 UTC,73,0,0,0
2020-01-22 00:00:00 +0000 UTC,77,0,0,0
2020-01-22 00:00:00 +0000 UTC,79,0,0,0
2020-01-22 00:00:00 +0000 UTC,83,0,0,0
2020-01-22 00:00:00 +0000 UTC,84,0,0,0
2020-01-22 00:00:00 +0000 UTC,87,0,0,0
2020-01-22 00:00:00 +0000 UTC,89,0,0,0
2020-01-22 00:00:00 +0000 UTC,90,0,0,0
2020-01-22 00:00:00 +0000 UTC,91,0,0,0
2020-01-22 00:00:00 +0000 UTC,92,0,0,0
2020-01-22 00:00:00 +0000 UTC,93,0,0,0
2020-01-22 00:00:00 +0000 UTC,94,0,0,0
2020-01-22 00:00:00 +0000 UTC,95,0,0,0
2020-01-22 00:00:00 +0000 UTC,96,0,0,0
2020-01-22 00:00:00 +0000 UTC,97,0,0,0
2020-01-22 00:00:00 +0000 UTC,98,0,0,0
2020-01-22 00:00:00 +0000 UTC,99,0,0,0
2020-01-22 00:00:00 +0000 UTC,100,0,0,0
2020-01-22 00:00:00 +0000 UTC,101,0,0,0
2020-01-22 00:00:00 +0000 UTC,102,0,0,0
2020-01-22 00:00:00 +0000 UTC,103,0,0,0
2020-01-22 00:00:00 +0000 UTC,104,0,0,0
2020-01-22 00:00:00 +0000 UTC,105,0,0,0
2020-01-22 00:00:00 +0000 UTC,106,0,0,0
2020-01-22 00:00:00 +0000 UTC,107,0,0,0
2020-01-22 00:00:00 +0000 UTC,108,0,0,0
2020-01-22 00:00:00 +0000 UTC,109,0,,0
2020-01-22 00:00:00 +0000 UTC,111,0,0,0
2020-01-22 00:00:00 +0000 UTC,112,0,0,0
2020-01-22 00:00:00 +0000 UTC,113,0,0,0
2020-01-22 00:00:00 +0000 UTC,114,0,0,0
2020-01-22 00:00:00 +0000 UTC,115,0,0,0
2020-01-22 00:00:00 +0000 UTC,117,0,0,0
2020-01-22 00:00:00 +0000 UTC,118,0,0,0
2020-01-22 00:00:00 +0000 UTC,119,0,0,0
2020-01-22 00:00:00 +0000 UTC,120,0,0,0
2020-01-22 00:00:00 +0000 UTC,121,0,0,0
2020-01-22 00:00:00 +0000 UTC,125,0,0,0
2020-01-22 00:00:00 +0000 UTC,126,0,0,0
2020-01-22 00:00:00 +0000 UTC,127,0,0,0
2020-01-22 00:00:00 +0000 UTC,128,0,0,0
2020-01-22 00:00:00 +0000 UTC,131,0,0,0
2020-01-22 00:00:00 +0000 UTC,132,0,0,0
2020-01-22 00:00:00 +0000 UTC,133,0,0,0
2020-01-22 00:00:00 +0000 UTC,134,0,0,0
2020-01-22 00:00:00 +0000 UTC,135,0,0,0
2020-01-22 00:00:00 +0000 UTC,136,0,0,0
2020-01-22 00:00:00 +0000 UTC,137,0,0,0
2020-01-22 00:00:00 +0000 UTC,138,0,0,0
2020-01-22 00:00:00 +0000 UTC,149,0,0,0
2020-01-22 00:00:00 +0000 UTC,150,0,0,0
2020-01-22 00:00:00 +0000 UTC,151,0,0,0
2020-01-22 00:00:00 +0000 UTC,157,0,0,0
2020-01-22 00:00:00 +0000 UTC,158,0,0,0
2020-01-22 00:00:00 +0000 UTC,159,0,0,0
2020-01-22 00:00:00 +0000 UTC,160,0,0,0
2020-01-22 00:00:00 +0000 UTC,161,0,0,0
2020-01-22 00:00:00 +0000 UTC,162,0,0,0
2020-01-22 00:00:00 +0000 UTC,163,0,0,0
2020-01-22 00:00:00 +0000 UTC,164,0,0,0
2020-01-22 00:00:00 +0000 UTC,165,0,0,0
2020-01-22 00:00:00 +0000 UTC,167,0,0,0
2020-01-22 00:00:00 +0000 UTC,168,0,0,0
2020-01-22 00:00:00 +0000 UTC,169,0,0,0
2020-01-22 00:00:00 +0000 UTC,173,0,0,0
2020-01-22 00:00:00 +0000 UTC,181,0,0,0
2020-01-22 00:00:00 +0000 UTC,182,0,0,0
2020-01-22 00:00:00 +0000 UTC,187,0,0,0
2020-01-22 00:00:00 +0000 UTC,188,0,0,0
2020-01-22 00:00:00 +0000 UTC,189,0,0,0
2020-01-22 00:00:00 +0000 UTC,190,0,0,0
2020-01-22 00:00:00 +0000 UTC,191,0,0,0
2020-01-22 00:00:00 +0000 UTC,192,0,0,0
2020-01-22 00:00:00 +0000 UTC,193,0,0,0
2020-01-22 00:00:00 +0000 UTC,207,0,0,0
2020-01-22 00:00:00 +0000 UTC,213,0,0,0
2020-01-22 00:00:00 +0000 UTC,224,0,,0
2020-01-22 00:00:00 +0000 UTC,242,0,0,0
2020-01-22 00:00:00 +0000 UTC,243,0,0,0
2020-01-22 00:00:00 +0000 UTC,245,0,0,0
2020-01-22 00:00:00 +0000 UTC,249,0,0,0
2020-01-22 00:00:00 +0000 UTC,250,0,0,0
2020-01-22 00:00:00 +0000 UTC,274,0,0,0
2020-01-22 00:00:00 +0000 UTC,275,0,0,0
2020-01-22 00:00:00 +0000 UTC,276,0,0,0
2020-01-22 00:00:00 +0000 UTC,278,0,0,0
2020-01-22 00:00:00 +0000 UTC,328,0,0,0
2020-01-22 00:00:00 +0000 UTC,329,0,0,0
2020-01-22 00:00:00 +0000 UTC,330,0,0,0
2020-01-22 00:00:00 +0000 UTC,331,0,0,0
2020-01-22 00:00:00 +0000 UTC,332,0,0,0
2020-01-22 00:00:00 +0000 UTC,392,0,0,0
2020-01-22 00:00:00 +0000 UTC,394,0,0,0
2020-01-22 00:00:00 +0000 UTC,395,0,,0
2020-01-22 00:00:00 +0000 UTC,396,0,0,0
2020-01-22 00:00:00 +0000 UTC,397,0,0,0
2020-01-22 00:00:00 +0000 UTC,398,0,0,0
2020-01-22 00:00:00 +0000 UTC,399,0,0,0
2020-01-22 00:00:00 +0000 UTC,400,0,0,0
2020-01-22 00:00:00 +0000 UTC,454,0,0,0
2020-01-22 00:00:00 +0000 UTC,455,0,0,0
2020-01-22 00:00:00 +0000 UTC,456,0,0,0
2020-01-22 00:00:00 +0000 UTC,457,0,0,0
2020-01-22 00:00:00 +0000 UTC,458,0,0,0
2020-01-22 00:00:00 +0000 UTC,459,0,0,0
2020-01-22 00:00:00 +0000 UTC,461,0,,0
2020-01-22 00:00:00 +0000 UTC,462,0,,0
2020-01-22 00:00:00 +0000 UTC,463,0,0,0
2020-01-22 00:00:00 +0000 UTC,464,0,0,0
2020-01-22 00:00:00 +0000 UTC,465,0,0,0
2020-01-22 00:00:00 +0000 UTC,466,0,0,0
2020-01-22 00:00:00 +0000 UTC,467,0,0,0
2020-01-22 00:00:00 +0000 UTC,468,0,,0
2020-01-22 00:00:00 +0000 UTC,469,0,0,0
2020-01-22 00:00:00 +0000 UTC,471,0,0,0
2020-01-22 00:00:00 +0000 UTC,472,0,0,0
2020-01-22 00:00:00 +0000 UTC,473,0,0,0
2020-01-22 00:00:00 +0000 UTC,476,0,0,0
2020-01-22 00:00:00 +0000 UTC,477,0,0,0
2020-01-22 00:00:00 +0000 UTC,478,0,0,0
2020-01-22 00:00:00 +0000 UTC,479,0,0,0
2020-01-22 00:00:00 +0000 UTC,480,0,0,0
2020-01-22 00:00:00 +0000 UTC,481,0,0,0
2020-01-22 00:00:00 +0000 UTC,482,0,0,0
2020-01-22 00:00:00 +0000 UTC,483,0,0,0
2020-01-22 00:00:00 +0000 UTC,485,0,0,0
2020-01-22 00:00:00 +0000 UTC,486,0,0,0
2020-01-22 00:00:00 +0000 UTC,487,0,0,0
2020-01-22 00:00:00 +0000 UTC,488,0,0,0
2020-01-22 00:00:00 +0000 UTC,489,0,0,0
2020-01-22 00:00:00 +0000 UTC,492,0,0,0
2020-01-22 00:00:00 +0000 UTC,493,0,,0
2020-01-22 00:00:00 +0000 UTC,494,0,,0
2020-01-22 00:00:00 +0000 UTC,495,0,0,0
2020-01-22 00:00:00 +0000 UTC,496,0,0,0
2020-01-22 00:00:00 +0000 UTC,497,0,0,0
2020-01-22 00:00:00 +0000 UTC,498,0,0,0
2020-01-22 00:00:00 +0000 UTC,499,0,0,0
2020-01-22 00:00:00 +0000 UTC,501,0,,0
2020-01-22 00:00:00 +0000 UTC,502,0,0,0
2020-01-22 00:00:00 +0000 UTC,503,0,0,0
2020-01-22 00:00:00 +0000 UTC,504,0,0,0
2020-01-22 00:00:00 +0000 UTC,505,0,0,0
2020-01-22 00:00:00 +0000 UTC,509,0,0,0
2020-01-22 00:00:00 +0000 UTC,510,0,0,0
2020-01-22 00:00:00 +0000 UTC,511,0,0,0
2020-01-22 00:00:00 +0000 UTC,515,0,0,0
2020-01-22 00:00:00 +0000 UTC,516,0,0,0
2020-01-22 00:00:00 +0000 UTC,517,0,0,0
2020-01-22 00:00:00 +0000 UTC,518,0,0,0
2020-01-22 00:00:00 +0000 UTC,519,0,0,0
2020-01-22 00:00:00 +0000 UTC,521,0,0,0
2020-01-22 00:00:00 +0000 UTC,522,0,0,0
2020-01-22 00:00:00 +0000 UTC,523,0,0,0
2020-01-22 00:00:00 +0000 UTC,524,0,0,0
2020-01-22 00:00:00 +0000 UTC,525,0,0,0
2020-01-22 00:00:00 +0000 UTC,526,0,0,0
2020-01-22 00:00:00 +0000 UTC,527,0,0,0
2020-01-22 00:00:00 +0000 UTC,528,0,0,0
2020-01-22 00:00:00 +0000 UTC,529,0,0,0
2020-01-22 00:00:00 +0000 UTC,530,0,0,0
2020-01-22 00:00:00 +0000 UTC,531,0,0,0
2020-01-22 00:00:00 +0000 UTC,532,0,0,0
2020-01-22 00:00:00 +0000 UTC,533,0,0,0
2020-01-22 00:00:00 +0000 UTC,534,0,0,0
2020-01-22 00:00:00 +0000 UTC,535,0,0,0
2020-01-22 00:00:00 +0000 UTC,536,0,0,0
2020-01-22 00:00:00 +0000 UTC,537,0,0,0
2020-01-22 00:00:00 +0000 UTC,538,0,0,0
2020-01-22 00:00:00 +0000 UTC,539,0,,0
2020-01-22 00:00:00 +0000 UTC,542,0,0,0
2020-01-22 00:00:00 +0000 UTC,543,0,0,0
2020-01-22 00:00:00 +0000 UTC,544,0,0,0
2020-01-22 00:00:00 +0000 UTC,545,0,0,0
2020-01-22 00:00:00 +0000 UTC,546,0,0,0
2020-01-22 00:00:00 +0000 UTC,547,0,0,0
2020-01-22 00:00:00 +0000 UTC,548,0,0,0
2020-01-22 00:00:00 +0000 UTC,553,1,0,0
2020-01-22 00:00:00 +0000 UTC,559,0,0,0
2020-01-22 00:00:00 +0000 UTC,561,0,,0
2020-01-22 00:00:00 +0000 UTC,562,0,0,0
2020-01-22 00:00:00 +0000 UTC,563,0,0,0
2020-01-22 00:00:00 +0000 UTC,564,0,0,0
2020-01-22 00:00:00 +0000 UTC,566,0,0,0
2020-01-22 00:00:00 +0000 UTC,567,0,0,0
2020-01-22 00:00:00 +0000 UTC,568,0,0,0
2020-01-22 00:00:00 +0000 UTC,569,0,,0
2020-01-22 00:00:00 +0000 UTC,570,,0,
2020-01-22 00:00:00 +0000 UTC,571,0,,0
2020-01-22 00:00:00 +0000 UTC,572,0,0,0
2020-01-22 00:00:00 +0000 UTC,573,0,0,0
2020-01-22 00:00:00 +0000 UTC,574,0,0,0
2020-01-22 00:00:00 +0000 UTC,575,0,0,0
2020-01-22 00:00:00 +0000 UTC,576,0,0,0
2020-01-22 00:00:00 +0000 UTC,577,0,0,0
2020-01-22 00:00:00 +0000 UTC,578,0,0,0
2020-01-22 00:00:00 +0000 UTC,579,0,0,0
2020-01-22 00:00:00 +0000 UTC,580,0,0,0
2020-01-22 00:00:00 +0000 UTC,581,0,0,0
2020-01-22 00:00:00 +0000 UTC,582,0,0,0
2020-01-22 00:00:00 +0000 UTC,583,0,0,0
2020-01-22 00:00:00 +0000 UTC,584,0,0,0
2020-01-22 00:00:00 +0000 UTC,585,0,0,0
2020-01-22 00:00:00 +0000 UTC,586,0,0,0
2020-01-22 00:00:00 +0000 UTC,587,0,0,0
2020-01-23 00:00:00 +0000 UTC,2,32,2,
2020-01-23 00:00:00 +0000 UTC,4,9,,
2020-01-23 00:00:00 +0000 UTC,5,7,,
2020-01-23 00:00:00 +0000 UTC,6,9,,
2020-01-23 00:00:00 +0000 UTC,7,9,,
2020-01-23 00:00:00 +0000 UTC,8,5,,
2020-01-23 00:00:00 +0000 UTC,9,6,,
2020-01-23 00:00:00 +0000 UTC,10,8,,
2020-01-23 00:00:00 +0000 UTC,11,22,,
2020-01-23 00:00:00 +0000 UTC,12,16,,
2020-01-23 00:00:00 +0000 UTC,13,5,,
2020-01-23 00:00:00 +0000 UTC,14,2,,
2020-01-23 00:00:00 +0000 UTC,15,3,,
2020-01-23 00:00:00 +0000 UTC,16,5,,
2020-01-23 00:00:00 +0000 UTC,17,,,1
2020-01-23 00:00:00 +0000 UTC,18,2,,
2020-01-23 00:00:00 +0000 UTC,19,5,,
2020-01-23 00:00:00 +0000 UTC,20,3,,
2020-01-23 00:00:00 +0000 UTC,23,3,,
2020-01-23 00:00:00 +0000 UTC,24,2,,
2020-01-23 00:00:00 +0000 UTC,25,1,,
2020-01-23 00:00:00 +0000 UTC,28,2,,
2020-01-23 00:00:00 +0000 UTC,29,1,,
2020-01-23 00:00:00 +0000 UTC,30,3,,
2020-01-23 00:00:00 +0000 UTC,32,2,,
2020-01-23 00:00:00 +0000 UTC,38,2,,
2020-01-23 00:00:00 +0000 UTC,39,2,,
2020-01-23 00:00:00 +0000 UTC,68,27,,
2020-01-24 00:00:00 +0000 UTC,1,549,31,24
2020-01-24 00:00:00 +0000 UTC,2,53,,
2020-01-24 00:00:00 +0000 UTC,3,9,,
2020-01-24 00:00:00 +0000 UTC,4,24,,
2020-01-24 00:00:00 +0000 UTC,5,18,,
2020-01-24 00:00:00 +0000 UTC,6,15,,
2020-01-24 00:00:00 +0000 UTC,7,27,,
2020-01-24 00:00:00 +0000 UTC,8,9,,
2020-01-24 00:00:00 +0000 UTC,9,15,,
2020-01-24 00:00:00 +0000 UTC,10,15,,
2020-01-24 00:00:00 +0000 UTC,11,36,1,
2020-01-24 00:00:00 +0000 UTC,12,20,1,
2020-01-24 00:00:00 +0000 UTC,13,10,,
2020-01-24 00:00:00 +0000 UTC,14,4,,1
2020-01-24 00:00:00 +0000 UTC,15,5,,
2020-01-24 00:00:00 +0000 UTC,16,23,,
2020-01-24 00:00:00 +0000 UTC,17,2,,
2020-01-24 00:00:00 +0000 UTC,18,5,,
2020-01-24 00:00:00 +0000 UTC,19,8,,
2020-01-24 00:00:00 +0000 UTC,20,4,,
2020-01-24 00:00:00 +0000 UTC,22,8,,
2020-01-24 00:00:00 +0000 UTC,25,3,,
2020-01-24 00:00:00 +0000 UTC,26,1,,
2020-01-24 00:00:00 +0000 UTC,27,2,,
2020-01-24 00:00:00 +0000 UTC,29,3,,
2020-01-24 00:00:00 +0000 UTC,30,5,,
2020-01-24 00:00:00 +0000 UTC,33,2,,
2020-01-24 00:00:00 +0000 UTC,37,3,,
2020-01-24 00:00:00 +0000 UTC,40,2,,
2020-01-24 00:00:00 +0000 UTC,68,43,1,
2020-01-24 00:00:00 +0000 UTC,553,2,,
2020-01-25 00:00:00 +0000 UTC,1,761,32,40
2020-01-25 00:00:00 +0000 UTC,2,78,,
2020-01-25 00:00:00 +0000 UTC,3,32,,
2020-01-25 00:00:00 +0000 UTC,4,43,,
2020-01-25 00:00:00 +0000 UTC,6,39,,
2020-01-25 00:00:00 +0000 UTC,7,57,,
2020-01-25 00:00:00 +0000 UTC,8,18,1,
2020-01-25 00:00:00 +0000 UTC,9,27,,
2020-01-25 00:00:00 +0000 UTC,10,28,,
2020-01-25 00:00:00 +0000 UTC,11,41,2,
2020-01-25 00:00:00 +0000 UTC,12,33,,
2020-01-25 00:00:00 +0000 UTC,13,18,,
2020-01-25 00:00:00 +0000 UTC,14,9,,
2020-01-25 00:00:00 +0000 UTC,15,15,,
2020-01-25 00:00:00 +0000 UTC,17,8,,
2020-01-25 00:00:00 +0000 UTC,18,11,,
2020-01-25 00:00:00 +0000 UTC,19,19,,
2020-01-25 00:00:00 +0000 UTC,20,17,,
2020-01-25 00:00:00 +0000 UTC,21,6,,
2020-01-25 00:00:00 +0000 UTC,22,10,,
2020-01-25 00:00:00 +0000 UTC,23,4,,
2020-01-25 00:00:00 +0000 UTC,24,4,,
2020-01-25 00:00:00 +0000 UTC,25,4,,
2020-01-25 00:00:00 +0000 UTC,26,7,,
2020-01-25 00:00:00 +0000 UTC,27,3,,
2020-01-25 00:00:00 +0000 UTC,28,3,,
2020-01-25 00:00:00 +0000 UTC,30,7,,
2020-01-25 00:00:00 +0000 UTC,32,5,,
2020-01-25 00:00:00 +0000 UTC,34,1,,
2020-01-25 00:00:00 +0000 UTC,36,3,,
2020-01-25 00:00:00 +0000 UTC,40,3,,
2020-01-25 00:00:00 +0000 UTC,68,62,,
2020-01-25 00:00:00 +0000 UTC,181,1,,
2020-01-26 00:00:00 +0000 UTC,1,1058,42,52
2020-01-26 00:00:00 +0000 UTC,2,111,,
2020-01-26 00:00:00 +0000 UTC,3,83,,1
2020-01-26 00:00:00 +0000 UTC,4,69,,
2020-01-26 00:00:00 +0000 UTC,5,36,,
2020-01-26 00:00:00 +0000 UTC,6,60,,
2020-01-26 00:00:00 +0000 UTC,7,75,,
2020-01-26 00:00:00 +0000 UTC,8,33,,
2020-01-26 00:00:00 +0000 UTC,9,46,,
2020-01-26 00:00:00 +0000 UTC,10,44,,
2020-01-26 00:00:00 +0000 UTC,11,68,,
2020-01-26 00:00:00 +0000 UTC,12,40,,1
2020-01-26 00:00:00 +0000 UTC,13,35,,
2020-01-26 00:00:00 +0000 UTC,14,15,,
2020-01-26 00:00:00 +0000 UTC,15,22,,
2020-01-26 00:00:00 +0000 UTC,16,36,,
2020-01-26 00:00:00 +0000 UTC,17,13,,
2020-01-26 00:00:00 +0000 UTC,18,16,,
2020-01-26 00:00:00 +0000 UTC,19,22,,
2020-01-26 00:00:00 +0000 UTC,20,21,,
2020-01-26 00:00:00 +0000 UTC,21,9,,
2020-01-26 00:00:00 +0000 UTC,22,14,,
2020-01-26 00:00:00 +0000 UTC,23,5,,
2020-01-26 00:00:00 +0000 UTC,24,7,,
2020-01-26 00:00:00 +0000 UTC,27,4,,
2020-01-26 00:00:00 +0000 UTC,28,4,,
2020-01-26 00:00:00 +0000 UTC,29,4,,
2020-01-26 00:00:00 +0000 UTC,30,8,2,
2020-01-26 00:00:00 +0000 UTC,31,4,1,
2020-01-26 00:00:00 +0000 UTC,32,8,,
2020-01-26 00:00:00 +0000 UTC,33,3,,
2020-01-26 00:00:00 +0000 UTC,36,4,,
2020-01-26 00:00:00 +0000 UTC,37,4,,
2020-01-26 00:00:00 +0000 UTC,38,5,,
2020-01-26 00:00:00 +0000 UTC,41,3,,
2020-01-26 00:00:00 +0000 UTC,42,1,,
2020-01-26 00:00:00 +0000 UTC,46,1,,
2020-01-26 00:00:00 +0000 UTC,68,104,,
2020-01-26 00:00:00 +0000 UTC,553,5,,
2020-01-27 00:00:00 +0000 UTC,1,1423,45,76
2020-01-27 00:00:00 +0000 UTC,2,151,4,
2020-01-27 00:00:00 +0000 UTC,3,128,,
2020-01-27 00:00:00 +0000 UTC,4,100,,
2020-01-27 00:00:00 +0000 UTC,5,72,2,
2020-01-27 00:00:00 +0000 UTC,6,70,,
2020-01-27 00:00:00 +0000 UTC,7,110,,
2020-01-27 00:00:00 +0000 UTC,8,47,,
2020-01-27 00:00:00 +0000 UTC,9,75,,
2020-01-27 00:00:00 +0000 UTC,10,69,,
2020-01-27 00:00:00 +0000 UTC,11,80,,1
2020-01-27 00:00:00 +0000 UTC,12,53,3,
2020-01-27 00:00:00 +0000 UTC,13,59,,
2020-01-27 00:00:00 +0000 UTC,14,21,,
2020-01-27 00:00:00 +0000 UTC,15,35,,
2020-01-27 00:00:00 +0000 UTC,16,46,,
2020-01-27 00:00:00 +0000 UTC,17,18,,
2020-01-27 00:00:00 +0000 UTC,18,26,,
2020-01-27 00:00:00 +0000 UTC,19,33,,1
2020-01-27 00:00:00 +0000 UTC,20,27,,
2020-01-27 00:00:00 +0000 UTC,21,13,,
2020-01-27 00:00:00 +0000 UTC,22,23,,
2020-01-27 00:00:00 +0000 UTC,23,7,,
2020-01-27 00:00:00 +0000 UTC,24,14,,
2020-01-27 00:00:00 +0000 UTC,25,6,,
2020-01-27 00:00:00 +0000 UTC,26,11,,
2020-01-27 00:00:00 +0000 UTC,27,7,,
2020-01-27 00:00:00 +0000 UTC,28,5,,
2020-01-27 00:00:00 +0000 UTC,29,5,,
2020-01-27 00:00:00 +0000 UTC,33,4,,
2020-01-27 00:00:00 +0000 UTC,34,6,,
2020-01-27 00:00:00 +0000 UTC,35,1,,
2020-01-27 00:00:00 +0000 UTC,37,5,,
2020-01-27 00:00:00 +0000 UTC,38,6,,
2020-01-27 00:00:00 +0000 UTC,41,4,,
2020-01-27 00:00:00 +0000 UTC,55,1,,
2020-01-27 00:00:00 +0000 UTC,61,1,,
2020-01-27 00:00:00 +0000 UTC,68,128,,
2020-01-28 00:00:00 +0000 UTC,1,3554,80,125
2020-01-28 00:00:00 +0000 UTC,2,207,,
2020-01-28 00:00:00 +0000 UTC,3,168,,
2020-01-28 00:00:00 +0000 UTC,4,143,,
2020-01-28 00:00:00 +0000 UTC,5,109,3,
2020-01-28 00:00:00 +0000 UTC,6,106,,
2020-01-28 00:00:00 +0000 UTC,7,132,,
2020-01-28 00:00:00 +0000 UTC,8,70,,
2020-01-28 00:00:00 +0000 UTC,9,95,,
2020-01-28 00:00:00 +0000 UTC,10,90,,
2020-01-28 00:00:00 +0000 UTC,11,91,4,
2020-01-28 00:00:00 +0000 UTC,12,66,4,
2020-01-28 00:00:00 +0000 UTC,13,80,,
2020-01-28 00:00:00 +0000 UTC,14,33,,
2020-01-28 00:00:00 +0000 UTC,15,46,,
2020-01-28 00:00:00 +0000 UTC,16,51,2,
2020-01-28 00:00:00 +0000 UTC,17,33,,
2020-01-28 00:00:00 +0000 UTC,18,44,,
2020-01-28 00:00:00 +0000 UTC,19,40,,
2020-01-28 00:00:00 +0000 UTC,20,34,,
2020-01-28 00:00:00 +0000 UTC,21,27,,
2020-01-28 00:00:00 +0000 UTC,22,24,,
2020-01-28 00:00:00 +0000 UTC,23,9,,
2020-01-28 00:00:00 +0000 UTC,24,19,,
2020-01-28 00:00:00 +0000 UTC,25,8,,
2020-01-28 00:00:00 +0000 UTC,26,15,,
2020-01-28 00:00:00 +0000 UTC,27,11,,
2020-01-28 00:00:00 +0000 UTC,28,10,,
2020-01-28 00:00:00 +0000 UTC,29,7,,
2020-01-28 00:00:00 +0000 UTC,30,14,5,
2020-01-28 00:00:00 +0000 UTC,31,7,,
2020-01-28 00:00:00 +0000 UTC,35,4,,
2020-01-28 00:00:00 +0000 UTC,37,8,,
2020-01-28 00:00:00 +0000 UTC,38,7,,
2020-01-28 00:00:00 +0000 UTC,40,4,,
2020-01-28 00:00:00 +0000 UTC,56,1,,
2020-01-28 00:00:00 +0000 UTC,68,173,3,
2020-01-29 00:00:00 +0000 UTC,1,,88,
2020-01-29 00:00:00 +0000 UTC,2,277,5,
2020-01-29 00:00:00 +0000 UTC,3,206,1,2
2020-01-29 00:00:00 +0000 UTC,4,221,,
2020-01-29 00:00:00 +0000 UTC,6,152,2,
2020-01-29 00:00:00 +0000 UTC,7,147,1,
2020-01-29 00:00:00 +0000 UTC,8,99,,
2020-01-29 00:00:00 +0000 UTC,9,130,1,
2020-01-29 00:00:00 +0000 UTC,10,108,1,1
2020-01-29 00:00:00 +0000 UTC,11,111,,
2020-01-29 00:00:00 +0000 UTC,12,96,5,
2020-01-29 00:00:00 +0000 UTC,13,84,,
2020-01-29 00:00:00 +0000 UTC,14,38,,
2020-01-29 00:00:00 +0000 UTC,15,56,,
2020-01-29 00:00:00 +0000 UTC,16,58,,
2020-01-29 00:00:00 +0000 UTC,17,48,,
2020-01-29 00:00:00 +0000 UTC,18,55,,
2020-01-29 00:00:00 +0000 UTC,19,43,,
2020-01-29 00:00:00 +0000 UTC,20,39,1,
2020-01-29 00:00:00 +0000 UTC,21,,1,
2020-01-29 00:00:00 +0000 UTC,22,27,,
2020-01-29 00:00:00 +0000 UTC,23,,1,
2020-01-29 00:00:00 +0000 UTC,24,24,,
2020-01-29 00:00:00 +0000 UTC,25,9,,
2020-01-29 00:00:00 +0000 UTC,26,16,,
